Economy,ISO Code,Region,Income Group,Report Year,WBL INDEX,MOBILITY,Can a woman choose where to live in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can a woman work at night in the same way as a man?,Can a woman work in a job deemed dangerous in the same way as a man?,Can a woman work in an industrial job in the same way as a man?,MARRIAGE,Is there no legal provision that requires a married woman to obey her husband?,Can a woman be head of household in the same way as a man?,Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Length of paid paternity leave,Is there paid parental leave?,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Does the law prohibit discrimination in access to credit based on gender?,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do male and female surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Is the age at which men and women can retire with full pension benefits the same?,Is the age at which men and women can retire with partial pension benefits the same?,Is the mandatory retirement age for men and women the same?,Are periods of absence due to childcare accounted for in pension benefits?
Cyprus,CYP,Europe & Central Asia,High income,1992,73.75,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,1993,73.75,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,1994,73.75,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,1995,73.75,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,1996,76.25,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,1997,76.25,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,1998,76.25,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,1999,76.25,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2000,76.25,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2001,76.25,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2002,76.25,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2003,76.25,75,Yes,Yes,No,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2004,85.625,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2005,85.625,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2006,85.625,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2007,85.625,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2008,85.625,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,112,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2009,88.75,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2010,88.75,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2011,88.75,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2012,88.75,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2013,88.75,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2014,88.75,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2015,88.75,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2016,88.75,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2017,88.75,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2018,88.75,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,126,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2019,91.25,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,Yes,14,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2020,91.25,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,Yes,14,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2021,91.25,75,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,Yes,14,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Cyprus,CYP,Europe & Central Asia,High income,2022,94.375,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,126,Yes,Yes,14,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1971,64.375,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1972,64.375,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1973,64.375,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1974,64.375,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1975,64.375,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1976,64.375,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1977,64.375,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1978,64.375,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1979,64.375,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1980,64.375,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,Yes,No,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1981,67.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1982,67.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1983,67.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1984,67.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1985,67.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1986,67.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1987,67.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1988,67.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,154,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1989,67.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,196,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1990,67.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,196,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1991,67.5,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,60,Yes,196,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1992,70,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1095,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1993,70,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1095,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1994,70,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1095,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1995,70,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,Yes,No,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1095,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1996,73.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1095,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1997,73.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1460,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1998,73.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1460,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,1999,73.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1460,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2000,73.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1460,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2001,73.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1460,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2002,73.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1460,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2003,73.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1460,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2004,73.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1460,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2005,73.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1095,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2006,73.125,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1095,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2007,81.875,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1095,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2008,81.875,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,196,Yes,No,0,Yes,1095,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2009,88.125,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,196,Yes,No,0,Yes,720,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2010,88.125,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,196,Yes,No,0,Yes,720,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2011,88.125,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,196,Yes,No,0,Yes,720,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Czech Republic,CZE,High income: OECD,High income,2012,88.125,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,196,Yes,No,0,Yes,720,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
