"Country","Year","Marriage_Rate","Same_Sex_Marriage","%Births_Outside_Marriage"
"Montserrat",1970,3500,"not legal",NA
"Montserrat",1985,4599.999905,"not legal",NA
"Montserrat",1995,5199.999809,"not legal",NA
"Montserrat",1998,2500,"not legal",NA
"Montserrat",1999,4000,"not legal",NA
"Mozambique",1970,1000,"not legal",NA
"Mozambique",2020,NA,"not legal",NA
"Nauru",1968,5400.000095,"not legal",NA
"Nauru",1976,6000,"not legal",NA
"Nauru",1995,5699.999809,"not legal",NA
"Nauru",2020,NA,"not legal",NA
"Netherlands",1960,7700,"not legal",1.4
"Netherlands",1961,7900,"not legal",1.4
"Netherlands",1962,7900,"not legal",1.5
"Netherlands",1963,7900,"not legal",1.6
"Netherlands",1964,8500,"not legal",1.7
"Netherlands",1965,8800,"not legal",1.8
"Netherlands",1966,9000,"not legal",2
"Netherlands",1967,9100,"not legal",2.1
"Netherlands",1968,9200,"not legal",2
"Netherlands",1969,9100,"not legal",2.2
"Netherlands",1970,9500,"not legal",2.1
"Netherlands",1971,9300,"not legal",2
"Netherlands",1972,8800,"not legal",1.9
"Netherlands",1973,8000,"not legal",1.9
"Netherlands",1974,8100,"not legal",2
"Netherlands",1975,7300,"not legal",2.1
"Netherlands",1976,7000,"not legal",2.5
"Netherlands",1977,6700,"not legal",2.7
"Netherlands",1978,6400,"not legal",3.1
"Netherlands",1979,6100,"not legal",3.4
"Netherlands",1980,6400,"not legal",4.1
"Netherlands",1981,6000,"not legal",4.8
"Netherlands",1982,5800,"not legal",5.9
"Netherlands",1983,5400,"not legal",7
"Netherlands",1984,5600,"not legal",7.7
"Netherlands",1985,5700,"not legal",8.3
"Netherlands",1986,6000,"not legal",8.8
"Netherlands",1987,6000,"not legal",9.3
"Netherlands",1988,6000,"not legal",10.2
"Netherlands",1989,6200,"not legal",10.7
"Netherlands",1990,6500,"not legal",11.4
"Netherlands",1991,6400,"not legal",12
"Netherlands",1992,6200,"not legal",12.4
"Netherlands",1993,5800,"not legal",13.1
"Netherlands",1994,5400,"not legal",14.3
"Netherlands",1995,5300,"not legal",15.5
"Netherlands",1996,5500,"not legal",17
"Netherlands",1997,5400,"not legal",19.2
"Netherlands",1998,5500,"not legal",20.8
"Netherlands",1999,5700,"not legal",22.7
"Netherlands",2000,5500,"legal",24.9
"Netherlands",2001,5000,"legal",27.2
"Netherlands",2002,5200,"legal",29.1
"Netherlands",2003,4900,"legal",30.7
"Netherlands",2004,4400,"legal",32.5
"Netherlands",2005,4400,"legal",34.9
"Netherlands",2006,4400,"legal",37.1
"Netherlands",2007,4300,"legal",39.5
"Netherlands",2008,4500,"legal",41.2
"Netherlands",2009,4400,"legal",43.3
"Netherlands",2010,4500,"legal",44.3
"Netherlands",2011,4300,"legal",45.3
"Netherlands",2012,4200,"legal",46.6
"Netherlands",2013,3800,"legal",47.4
"Netherlands",2014,3900,"legal",48.7
"Netherlands",2015,3800,"legal",NA
"Netherlands",2016,3800,"legal",NA
"Netherlands",2017,3800,"legal",NA
"Netherlands Antilles",1970,9100.000381,"not legal",NA
"Netherlands Antilles",1987,6900.000095,"not legal",NA
"Netherlands Antilles",1995,5500,"not legal",NA
"Netherlands Antilles",2005,4800.000191,"not legal",NA
"Netherlands Antilles",2006,5800.000191,"not legal",NA
"New Caledonia",1970,9199.999809,"not legal",NA
"New Caledonia",1985,5099.999905,"not legal",NA
"New Caledonia",1995,4500,"not legal",NA
"New Caledonia",2005,4000,"not legal",NA
"New Caledonia",2006,3900.000095,"not legal",NA
"New Caledonia",2020,NA,"not legal",NA
"New Zealand",1960,8000,"not legal",4.6
"New Zealand",1961,8000,"not legal",5.1
"New Zealand",1962,7900,"not legal",8
"New Zealand",1963,7800,"not legal",8.8
"New Zealand",1964,8000,"not legal",9.9
"New Zealand",1965,8200,"not legal",10.9
"New Zealand",1966,8600,"not legal",11.6
"New Zealand",1967,8600,"not legal",12.7
"New Zealand",1968,8700,"not legal",13
"New Zealand",1969,9000,"not legal",13
"New Zealand",1970,9200,"not legal",13.3
"New Zealand",1971,9500,"not legal",13.9
"New Zealand",1972,9200,"not legal",14.9
"New Zealand",1973,8800,"not legal",15.2
"New Zealand",1974,8400,"not legal",15.8
"New Zealand",1975,7900,"not legal",16.6
"New Zealand",1976,7700,"not legal",17.4
"New Zealand",1977,7200,"not legal",18.9
"New Zealand",1978,7100,"not legal",20.1
"New Zealand",1979,7100,"not legal",20.9
"New Zealand",1980,7300,"not legal",21.5
"New Zealand",1981,7500,"not legal",22.5
"New Zealand",1982,8000,"not legal",22.8
"New Zealand",1983,7700,"not legal",23.7
"New Zealand",1984,7800,"not legal",24.3
"New Zealand",1985,7500,"not legal",24.9
"New Zealand",1986,7300,"not legal",27
"New Zealand",1987,7400,"not legal",28.6
"New Zealand",1988,7100,"not legal",30.6
"New Zealand",1989,6800,"not legal",33.1
"New Zealand",1990,6900,"not legal",34
"New Zealand",1991,6300,"not legal",35.7
"New Zealand",1992,5900,"not legal",36.7
"New Zealand",1993,5800,"not legal",38
"New Zealand",1994,5700,"not legal",38.7
"New Zealand",1995,5600,"not legal",40.7
"New Zealand",1996,5500,"not legal",41.7
"New Zealand",1997,5300,"not legal",41.8
"New Zealand",1998,5300,"not legal",42.5
"New Zealand",1999,5500,"not legal",42.8
"New Zealand",2000,5400,"not legal",43.2
"New Zealand",2001,5100,"not legal",43.7
"New Zealand",2002,5200,"not legal",43.6
"New Zealand",2003,5300,"not legal",44
"New Zealand",2004,5100,"not legal",44.8
"New Zealand",2005,5000,"not legal",45.2
"New Zealand",2006,5200,"not legal",47.2
"New Zealand",2007,5200,"not legal",47.2
"New Zealand",2008,5200,"not legal",48.2
"New Zealand",2009,5100,"not legal",48.6
"New Zealand",2010,4900,"not legal",48.9
"New Zealand",2011,4700,"not legal",47.6
"New Zealand",2012,4700,"not legal",47.7
"New Zealand",2013,4400,"legal",47.3
"New Zealand",2014,4400,"legal",46.7
"New Zealand",2015,4300,"legal",NA
"New Zealand",2016,4300,"legal",NA
"New Zealand",2017,4300,"legal",NA
"Nicaragua",1971,4199.999809,"not legal",NA
"Nicaragua",1985,3200.000048,"not legal",NA
"Nicaragua",1995,4500,"not legal",NA
"Nicaragua",2004,3500,"not legal",NA
"Nicaragua",2005,4500,"not legal",NA
"Nicaragua",2020,NA,"not legal",NA
"Niue",1970,3400.000095,"not legal",NA
"Niue",1985,5099.999905,"not legal",NA
"Niue",1995,3099.999905,"not legal",NA
"Niue",2003,7000,"not legal",NA
"Niue",2004,8000,"not legal",NA
"Norfolk Island",1970,9399.999619,"not legal",NA
"North Korea",1970,6099.999905,"not legal",NA
"North Korea",1985,7599.999905,"not legal",NA
"North Korea",1987,9699.999809,"not legal",NA
"North Korea",2020,NA,"not legal",NA
"North Macedonia",1960,8600,"not legal",NA
"North Macedonia",1961,8400,"not legal",NA
"North Macedonia",1962,8400,"not legal",NA
"North Macedonia",1963,8200,"not legal",NA
"North Macedonia",1964,9100,"not legal",NA
"North Macedonia",1965,9000,"not legal",NA
"North Macedonia",1966,8500,"not legal",NA
"North Macedonia",1967,8500,"not legal",NA
"North Macedonia",1968,8600,"not legal",NA
"North Macedonia",1969,9000,"not legal",NA
"North Macedonia",1970,9000,"not legal",NA
"North Macedonia",1971,8900,"not legal",NA
"North Macedonia",1972,8900,"not legal",NA
"North Macedonia",1973,8900,"not legal",NA
"North Macedonia",1974,8700,"not legal",NA
"North Macedonia",1975,8900,"not legal",NA
"North Macedonia",1976,8400,"not legal",NA
"North Macedonia",1977,8600,"not legal",NA
"North Macedonia",1978,8600,"not legal",NA
"North Macedonia",1979,8700,"not legal",NA
"North Macedonia",1980,8500,"not legal",NA
"North Macedonia",1981,8500,"not legal",NA
"North Macedonia",1982,8600,"not legal",NA
"North Macedonia",1983,8300,"not legal",NA
"North Macedonia",1984,8100,"not legal",NA
"North Macedonia",1985,8100,"not legal",NA
"North Macedonia",1986,8000,"not legal",NA
"North Macedonia",1987,8100,"not legal",NA
"North Macedonia",1988,7800,"not legal",NA
"North Macedonia",1989,8000,"not legal",NA
"North Macedonia",1990,8300,"not legal",NA
"North Macedonia",1991,8100,"not legal",NA
"North Macedonia",1992,7700,"not legal",NA
"North Macedonia",1993,7500,"not legal",NA
"North Macedonia",1994,8100,"not legal",NA
"North Macedonia",1995,8100,"not legal",NA
"North Macedonia",1996,7100,"not legal",NA
"North Macedonia",1997,7000,"not legal",NA
"North Macedonia",1998,7000,"not legal",NA
"North Macedonia",1999,7000,"not legal",NA
"North Macedonia",2000,7000,"not legal",NA
"North Macedonia",2001,6500,"not legal",NA
"North Macedonia",2002,7100,"not legal",NA
"North Macedonia",2003,7100,"not legal",NA
"North Macedonia",2004,6900,"not legal",NA
"North Macedonia",2005,7100,"not legal",NA
"North Macedonia",2006,7300,"not legal",NA
"North Macedonia",2007,7600,"not legal",NA
"North Macedonia",2008,7200,"not legal",NA
"North Macedonia",2009,7300,"not legal",NA
"North Macedonia",2010,6900,"not legal",NA
"North Macedonia",2011,7200,"not legal",NA
"North Macedonia",2012,6800,"not legal",NA
"North Macedonia",2013,6800,"not legal",NA
"North Macedonia",2014,6700,"not legal",NA
"North Macedonia",2015,6800,"not legal",NA
"North Macedonia",2016,6400,"not legal",NA
"North Macedonia",2017,6600,"not legal",NA
"North Macedonia",2020,NA,"not legal",NA
"Northern Mariana Islands",1983,18000,"not legal",NA
"Northern Mariana Islands",1985,13800.00019,"not legal",NA
"Northern Mariana Islands",1989,17399.99962,"not legal",NA
"Northern Mariana Islands",2020,NA,"not legal",NA
"Norway",1960,6600,"not legal",3.7
"Norway",1961,6700,"not legal",3.7
"Norway",1962,6600,"not legal",3.8
"Norway",1963,6600,"not legal",3.9
"Norway",1964,6800,"not legal",4.2
"Norway",1965,6500,"not legal",4.6
"Norway",1966,7400,"not legal",4.9
"Norway",1967,7700,"not legal",5.1
"Norway",1968,7700,"not legal",5.6
"Norway",1969,7700,"not legal",6.1
"Norway",1970,7600,"not legal",6.9
"Norway",1971,7600,"not legal",7.9
"Norway",1972,7300,"not legal",8.7
"Norway",1973,7100,"not legal",9.1
"Norway",1974,6900,"not legal",9.3
"Norway",1975,6500,"not legal",10.3
"Norway",1976,6300,"not legal",10.9
"Norway",1977,5900,"not legal",11.6
"Norway",1978,5800,"not legal",11.9
"Norway",1979,5700,"not legal",13
"Norway",1980,5400,"not legal",14.5
"Norway",1981,5400,"not legal",16.1
"Norway",1982,5300,"not legal",17.6
"Norway",1983,5000,"not legal",19.3
"Norway",1984,5000,"not legal",21.3
"Norway",1985,4900,"not legal",25.8
"Norway",1986,4900,"not legal",27.9
"Norway",1987,5000,"not legal",30.9
"Norway",1988,5200,"not legal",33.7
"Norway",1989,4900,"not legal",36.4
"Norway",1990,5200,"not legal",38.6
"Norway",1991,4700,"not legal",40.9
"Norway",1992,4500,"not legal",42.9
"Norway",1993,4500,"not legal",44.4
"Norway",1994,4800,"not legal",45.9
"Norway",1995,5000,"not legal",47.6
"Norway",1996,5300,"not legal",48.3
"Norway",1997,5400,"not legal",48.7
"Norway",1998,5300,"not legal",49
"Norway",1999,5300,"not legal",49.1
"Norway",2000,5000,"not legal",49.6
"Norway",2001,4400,"not legal",49.7
"Norway",2002,4500,"not legal",50.3
"Norway",2003,4900,"not legal",50
"Norway",2004,4100,"not legal",51.4
"Norway",2005,4800,"not legal",51.8
"Norway",2006,4700,"not legal",53
"Norway",2007,5000,"not legal",54.5
"Norway",2008,5300,"legal",55
"Norway",2009,5000,"legal",55.1
"Norway",2010,4800,"legal",54.8
"Norway",2011,4600,"legal",55
"Norway",2012,4800,"legal",54.9
"Norway",2013,4700,"legal",55.2
"Norway",2014,4600,"legal",NA
"Norway",2015,4500,"legal",NA
"Norway",2016,4500,"legal",NA
"Norway",2017,4400,"legal",NA
"Palestine",1996,7500,"not legal",NA
"Palestine",2005,7699.999809,"not legal",NA
"Palestine",2006,7300.000191,"not legal",NA
"Palestine",2020,NA,"not legal",NA
"Panama",1970,5099.999905,"not legal",NA
"Panama",1985,5699.999809,"not legal",NA
"Panama",1995,3299.999952,"not legal",NA
"Panama",2005,3299.999952,"not legal",NA
"Panama",2006,3299.999952,"not legal",NA
"Panama",2020,NA,"not legal",NA
"Paraguay",1970,5300.000191,"not legal",NA
"Paraguay",1985,5000,"not legal",NA
"Paraguay",1994,5000,"not legal",NA
"Paraguay",2004,3099.999905,"not legal",NA
"Paraguay",2005,3400.000095,"not legal",NA
"Paraguay",2020,NA,"not legal",NA
"Peru",1970,3900.000095,"not legal",NA
"Peru",1982,6000,"not legal",NA
"Peru",1993,4099.999905,"not legal",NA
"Peru",1997,2799.999952,"not legal",NA
"Peru",1998,2400.000095,"not legal",NA
"Peru",2020,NA,"not legal",NA
"Philippines",1970,7000,"not legal",NA
"Philippines",1985,7000,"not legal",NA
"Philippines",1995,7300.000191,"not legal",NA
"Philippines",2004,7000,"not legal",NA
"Philippines",2005,6099.999905,"not legal",NA
"Philippines",2020,NA,"not legal",NA
"Pitcairn",1972,23799.99924,"not legal",NA
"Pitcairn",1992,37000,"not legal",NA
"Poland",1960,8200,"not legal",NA
"Poland",1961,7900,"not legal",NA
"Poland",1962,7500,"not legal",NA
"Poland",1963,7200,"not legal",NA
"Poland",1964,7400,"not legal",NA
"Poland",1965,6400,"not legal",NA
"Poland",1966,7100,"not legal",NA
"Poland",1967,7400,"not legal",NA
"Poland",1968,8000,"not legal",NA
"Poland",1969,8300,"not legal",NA
"Poland",1970,8600,"not legal",5
"Poland",1971,8900,"not legal",NA
"Poland",1972,9300,"not legal",NA
"Poland",1973,9400,"not legal",NA
"Poland",1974,9500,"not legal",NA
"Poland",1975,9700,"not legal",4.7
"Poland",1976,9500,"not legal",NA
"Poland",1977,9400,"not legal",NA
"Poland",1978,9400,"not legal",NA
"Poland",1979,9000,"not legal",NA
"Poland",1980,8600,"not legal",4.8
"Poland",1981,9000,"not legal",NA
"Poland",1982,8700,"not legal",NA
"Poland",1983,8400,"not legal",NA
"Poland",1984,7700,"not legal",NA
"Poland",1985,7200,"not legal",5
"Poland",1986,6900,"not legal",NA
"Poland",1987,6700,"not legal",NA
"Poland",1988,6500,"not legal",NA
"Poland",1989,6700,"not legal",NA
"Poland",1990,6700,"not legal",6.2
"Poland",1991,6100,"not legal",6.6
"Poland",1992,5700,"not legal",7.2
"Poland",1993,5400,"not legal",8.2
"Poland",1994,5400,"not legal",9
"Poland",1995,5400,"not legal",9.5
"Poland",1996,5300,"not legal",10.2
"Poland",1997,5300,"not legal",11
"Poland",1998,5400,"not legal",11.6
"Poland",1999,5700,"not legal",11.7
"Poland",2000,5500,"not legal",12.1
"Poland",2001,5100,"not legal",13.1
"Poland",2002,5000,"not legal",14.4
"Poland",2003,5100,"not legal",15.8
"Poland",2004,5000,"not legal",17.1
"Poland",2005,5400,"not legal",18.5
"Poland",2006,5900,"not legal",18.9
"Poland",2007,6500,"not legal",19.5
"Poland",2008,6800,"not legal",19.9
"Poland",2009,6600,"not legal",20.2
"Poland",2010,6000,"not legal",20.6
"Poland",2011,5400,"not legal",21.2
"Poland",2012,5400,"not legal",22.3
"Poland",2013,4700,"not legal",23.4
"Poland",2014,5000,"not legal",24.2
"Poland",2015,5000,"not legal",NA
"Poland",2016,5100,"not legal",NA
"Poland",2017,5100,"not legal",NA
"Poland",2020,NA,"not legal",NA
"Portugal",1960,7800,"not legal",9.5
"Portugal",1961,8800,"not legal",8.8
"Portugal",1962,7900,"not legal",8.5
"Portugal",1963,7900,"not legal",8.2
"Portugal",1964,8100,"not legal",8
"Portugal",1965,8400,"not legal",7.8
"Portugal",1966,8600,"not legal",7.5
"Portugal",1967,8900,"not legal",7.5
"Portugal",1968,8700,"not legal",7.4
"Portugal",1969,9000,"not legal",7.3
"Portugal",1970,9400,"not legal",7.3
"Portugal",1971,9700,"not legal",7.2
"Portugal",1972,9000,"not legal",7.1
"Portugal",1973,9800,"not legal",7.2
"Portugal",1974,9300,"not legal",7.2
"Portugal",1975,11300,"not legal",7.2
"Portugal",1976,10900,"not legal",7.3
"Portugal",1977,9700,"not legal",7.2
"Portugal",1978,8500,"not legal",7.7
"Portugal",1979,8300,"not legal",8.2
"Portugal",1980,7400,"not legal",9.2
"Portugal",1981,7700,"not legal",9.5
"Portugal",1982,7400,"not legal",10
"Portugal",1983,7500,"not legal",10.7
"Portugal",1984,7000,"not legal",11.5
"Portugal",1985,6800,"not legal",12.3
"Portugal",1986,6900,"not legal",12.8
"Portugal",1987,7100,"not legal",13.2
"Portugal",1988,7100,"not legal",13.7
"Portugal",1989,7300,"not legal",14.5
"Portugal",1990,7200,"not legal",14.7
"Portugal",1991,7200,"not legal",15.6
"Portugal",1992,7000,"not legal",16.1
"Portugal",1993,6800,"not legal",16.9
"Portugal",1994,6600,"not legal",17.8
"Portugal",1995,6600,"not legal",18.6
"Portugal",1996,6300,"not legal",18.6
"Portugal",1997,6500,"not legal",19.5
"Portugal",1998,6600,"not legal",20.1
"Portugal",1999,6700,"not legal",20.8
"Portugal",2000,6200,"not legal",22.2
"Portugal",2001,5600,"not legal",23.8
"Portugal",2002,5400,"not legal",25.5
"Portugal",2003,5100,"not legal",26.9
"Portugal",2004,4700,"not legal",29.1
"Portugal",2005,4600,"not legal",30.7
"Portugal",2006,4500,"not legal",31.6
"Portugal",2007,4400,"not legal",33.6
"Portugal",2008,4100,"not legal",36.2
"Portugal",2009,3800,"not legal",38.1
"Portugal",2010,3800,"legal",41.3
"Portugal",2011,3400,"legal",42.8
"Portugal",2012,3300,"legal",45.6
"Portugal",2013,3100,"legal",47.6
"Portugal",2014,3000,"legal",49.3
"Portugal",2015,3100,"legal",NA
"Portugal",2016,3100,"legal",NA
"Portugal",2017,3300,"legal",NA
"Puerto Rico",1970,10899.99962,"not legal",NA
"Puerto Rico",1985,9000,"not legal",NA
"Puerto Rico",1996,8800.000191,"not legal",NA
"Puerto Rico",2005,6000,"not legal",NA
"Puerto Rico",2006,5800.000191,"not legal",NA
"Puerto Rico",2020,NA,"not legal",NA
"Qatar",1977,3099.999905,"not legal",NA
"Qatar",1985,3000,"not legal",NA
"Qatar",1995,2799.999952,"not legal",NA
"Qatar",2005,3400.000095,"not legal",NA
"Qatar",2006,3700.000048,"not legal",NA
"Qatar",2020,NA,"not legal",NA
"Reunion",1970,6699.999809,"not legal",NA
"Reunion",1985,5800.000191,"not legal",NA
"Reunion",1996,4900.000095,"not legal",NA
"Reunion",2005,4000,"not legal",NA
"Reunion",2006,3799.999952,"not legal",NA
"Romania",1960,10700,"not legal",NA
"Romania",1961,9700,"not legal",NA
"Romania",1962,9900,"not legal",NA
"Romania",1963,9300,"not legal",NA
"Romania",1964,9000,"not legal",NA
"Romania",1965,8600,"not legal",NA
"Romania",1966,8900,"not legal",NA
"Romania",1967,7900,"not legal",NA
"Romania",1968,7400,"not legal",NA
"Romania",1969,7000,"not legal",NA
"Romania",1970,7200,"not legal",NA
"Romania",1971,7300,"not legal",NA
"Romania",1972,7600,"not legal",NA
"Romania",1973,8200,"not legal",NA
"Romania",1974,8300,"not legal",NA
"Romania",1975,8800,"not legal",NA
"Romania",1976,9100,"not legal",NA
"Romania",1977,9200,"not legal",NA
"Romania",1978,9200,"not legal",NA
"Romania",1979,9000,"not legal",NA
"Romania",1980,8200,"not legal",NA
"Romania",1981,8200,"not legal",NA
"Romania",1982,7700,"not legal",NA
"Romania",1983,7300,"not legal",NA
"Romania",1984,7200,"not legal",NA
"Romania",1985,7100,"not legal",NA
"Romania",1986,7300,"not legal",NA
"Romania",1987,7300,"not legal",NA
"Romania",1988,7500,"not legal",NA
"Romania",1989,7700,"not legal",NA
"Romania",1990,8300,"not legal",NA
"Romania",1991,8000,"not legal",NA
"Romania",1992,7700,"not legal",NA
"Romania",1993,7100,"not legal",17
"Romania",1994,6800,"not legal",18.3
"Romania",1995,6800,"not legal",19.7
"Romania",1996,6600,"not legal",20.7
"Romania",1997,6500,"not legal",22.2
"Romania",1998,6500,"not legal",23
"Romania",1999,6200,"not legal",24.1
"Romania",2000,6100,"not legal",25.5
"Romania",2001,5900,"not legal",26.7
"Romania",2002,5900,"not legal",26.7
"Romania",2003,6200,"not legal",28.2
"Romania",2004,6700,"not legal",29.4
"Romania",2005,6700,"not legal",28.5
"Romania",2006,6900,"not legal",29
"Romania",2007,9100,"not legal",26.7
"Romania",2008,7300,"not legal",27.4
"Romania",2009,6600,"not legal",28
"Romania",2010,5700,"not legal",27.7
"Romania",2011,5200,"not legal",30
"Romania",2012,5400,"not legal",31
"Romania",2013,5400,"not legal",30.5
"Romania",2014,5900,"not legal",31.2
"Romania",2015,6300,"not legal",NA
"Romania",2016,6800,"not legal",NA
"Romania",2017,7300,"not legal",NA
"Romania",2020,NA,"not legal",NA
"Russia",2004,6800,"not legal",NA
"Russia",2005,7500,"not legal",NA
"Russia",2006,7800,"not legal",NA
"Russia",2007,8900,"not legal",NA
"Russia",2008,8300,"not legal",NA
"Russia",2009,8500,"not legal",NA
"Russia",2010,8500,"not legal",NA
"Russia",2011,9200,"not legal",NA
"Russia",2020,NA,"not legal",NA
"Rwanda",1970,1700.000048,"not legal",NA
"Rwanda",1982,2599.999905,"not legal",NA
"Rwanda",2020,NA,"not legal",NA
"Saint Kitts and Nevis",1970,3000,"not legal",NA
"Saint Kitts and Nevis",1995,6900.000095,"not legal",NA
"Saint Kitts and Nevis",2000,9800.000191,"not legal",NA
"Saint Kitts and Nevis",2001,7099.999905,"not legal",NA
"Saint Kitts and Nevis",2020,NA,"not legal",NA
"Saint Lucia",1970,3200.000048,"not legal",NA
"Saint Lucia",1985,3400.000095,"not legal",NA
"Saint Lucia",1995,3400.000095,"not legal",NA
"Saint Lucia",2003,3400.000095,"not legal",NA
"Saint Lucia",2004,2799.999952,"not legal",NA
"Saint Lucia",2020,NA,"not legal",NA
"Saint Pierre et Miquelon",1970,5900.000095,"not legal",NA
"Saint Pierre et Miquelon",1984,5300.000191,"not legal",NA
"Saint Pierre et Miquelon",1996,4500,"not legal",NA
"Saint Vincent and the Grenadines",1970,4300.000191,"not legal",NA
"Saint Vincent and the Grenadines",1986,4099.999905,"not legal",NA
"Saint Vincent and the Grenadines",1995,4800.000191,"not legal",NA
"Saint Vincent and the Grenadines",2004,5000,"not legal",NA
"Saint Vincent and the Grenadines",2005,5599.999905,"not legal",NA
"Saint Vincent and the Grenadines",2020,NA,"not legal",NA
"Samoa",1970,5300.000191,"not legal",NA
"Samoa",1983,4500,"not legal",NA
"Samoa",1996,6199.999809,"not legal",NA
"Samoa",2000,6800.000191,"not legal",NA
"Samoa",2001,4599.999905,"not legal",NA
"Samoa",2020,NA,"not legal",NA
"San Marino",1970,10500,"not legal",NA
"San Marino",1985,9000,"not legal",NA
"San Marino",1995,8699.999809,"not legal",NA
"San Marino",2004,7000,"not legal",NA
"San Marino",2005,7500,"not legal",NA
"San Marino",2007,6900,"not legal",NA
"San Marino",2008,6400,"not legal",NA
"San Marino",2011,6300,"not legal",NA
"San Marino",2012,6100,"not legal",NA
"San Marino",2020,NA,"not legal",NA
"Sao Tome and Principe",1970,1799.999952,"not legal",NA
"Sao Tome and Principe",1985,699.999988,"not legal",NA
"Sao Tome and Principe",1988,400.000006,"not legal",NA
"Sao Tome and Principe",2020,NA,"not legal",NA
"Saudi Arabia",1995,3400.000095,"not legal",NA
"Saudi Arabia",2004,4599.999905,"not legal",NA
"Saudi Arabia",2005,5199.999809,"not legal",NA
"Saudi Arabia",2020,NA,"not legal",NA
"Serbia",1970,9300.000191,"not legal",NA
"Serbia",1985,6900.000095,"not legal",NA
"Serbia",1996,5300.000191,"not legal",NA
"Serbia",2000,5700,"not legal",NA
"Serbia",2001,5500,"not legal",NA
"Serbia",2002,5600,"not legal",NA
"Serbia",2003,5600,"not legal",NA
"Serbia",2004,5600,"not legal",NA
"Serbia",2005,5200,"not legal",NA
"Serbia",2006,5400,"not legal",NA
"Serbia",2007,5600,"not legal",NA
"Serbia",2008,5200,"not legal",NA
"Serbia",2009,5000,"not legal",NA
"Serbia",2010,4900,"not legal",NA
"Serbia",2011,4900,"not legal",NA
"Serbia",2012,4800,"not legal",NA
"Serbia",2013,5100,"not legal",NA
"Serbia",2014,5100,"not legal",NA
"Serbia",2015,5200,"not legal",NA
"Serbia",2016,5100,"not legal",NA
"Serbia",2017,5100,"not legal",NA
"Serbia",2020,NA,"not legal",NA
"Seychelles",1970,4800.000191,"not legal",NA
"Seychelles",1985,8899.999619,"not legal",NA
"Seychelles",1995,11699.99981,"not legal",NA
"Seychelles",2005,10699.99981,"not legal",NA
"Seychelles",2007,12699.99981,"not legal",NA
"Seychelles",2020,NA,"not legal",NA
"Singapore",1970,7400.000095,"not legal",NA
"Singapore",1985,8600.000381,"not legal",NA
"Singapore",1994,7199.999809,"not legal",NA
"Singapore",2005,5400.000095,"not legal",NA
"Singapore",2006,5400.000095,"not legal",NA
"Singapore",2020,NA,"not legal",NA
"Slovakia",1960,7900,"not legal",4.7
"Slovakia",1961,7500,"not legal",4.4
"Slovakia",1962,7200,"not legal",4.6
"Slovakia",1963,7200,"not legal",4.7
"Slovakia",1964,7000,"not legal",5
"Slovakia",1965,7000,"not legal",5.3
"Slovakia",1966,7000,"not legal",5.3
"Slovakia",1967,7600,"not legal",5.7
"Slovakia",1968,7500,"not legal",5.9
"Slovakia",1969,7700,"not legal",6.1
"Slovakia",1970,7900,"not legal",6.2
"Slovakia",1971,8400,"not legal",6
"Slovakia",1972,8700,"not legal",5.7
"Slovakia",1973,9000,"not legal",5.1
"Slovakia",1974,9000,"not legal",5.3
"Slovakia",1975,9200,"not legal",5.2
"Slovakia",1976,9200,"not legal",5.1
"Slovakia",1977,9200,"not legal",5.2
"Slovakia",1978,9000,"not legal",5.2
"Slovakia",1979,8600,"not legal",5.4
"Slovakia",1980,7900,"not legal",5.7
"Slovakia",1981,7800,"not legal",5.7
"Slovakia",1982,8000,"not legal",5.9
"Slovakia",1983,7900,"not legal",6
"Slovakia",1984,7700,"not legal",6.2
"Slovakia",1985,7500,"not legal",6.6
"Slovakia",1986,7400,"not legal",6.8
"Slovakia",1987,7400,"not legal",7.1
"Slovakia",1988,7100,"not legal",6.8
"Slovakia",1989,6900,"not legal",7.2
"Slovakia",1990,7600,"not legal",7.6
"Slovakia",1991,6200,"not legal",8.9
"Slovakia",1992,6400,"not legal",9.8
"Slovakia",1993,5800,"not legal",10.6
"Slovakia",1994,5300,"not legal",11.7
"Slovakia",1995,5100,"not legal",12.6
"Slovakia",1996,5100,"not legal",14
"Slovakia",1997,5200,"not legal",15.1
"Slovakia",1998,5100,"not legal",15.3
"Slovakia",1999,5100,"not legal",16.9
"Slovakia",2000,4800,"not legal",18.3
"Slovakia",2001,4400,"not legal",19.8
"Slovakia",2002,4700,"not legal",21.6
"Slovakia",2003,4800,"not legal",23.3
"Slovakia",2004,5200,"not legal",24.8
"Slovakia",2005,4900,"not legal",26
"Slovakia",2006,4800,"not legal",27.5
"Slovakia",2007,5100,"not legal",28.8
"Slovakia",2008,5300,"not legal",30.1
"Slovakia",2009,4900,"not legal",31.6
"Slovakia",2010,4700,"not legal",33
"Slovakia",2011,4700,"not legal",34
"Slovakia",2012,4800,"not legal",35.4
"Slovakia",2013,4700,"not legal",37
"Slovakia",2014,4900,"not legal",38.9
"Slovakia",2015,5300,"not legal",NA
"Slovakia",2016,5500,"not legal",NA
"Slovakia",2017,5800,"not legal",NA
"Slovakia",2020,NA,"not legal",NA
"Slovenia",1960,8800,"not legal",9.1
"Slovenia",1961,9100,"not legal",10
"Slovenia",1962,9100,"not legal",10.1
"Slovenia",1963,8800,"not legal",9.8
"Slovenia",1964,9000,"not legal",9.2
"Slovenia",1965,9200,"not legal",9.2
