Entity,Code,Year,"Crude divorce rate (per 1,000 inhabitants)",Duration of marriages ending in divorce,143153-annotations,Share of single parent families,"Estimated average age at marriage, women"
Thailand,THA,2005,1.4,NA,NA,NA,NA
Thailand,THA,2010,NA,NA,NA,NA,24.9
Timor,TLS,2003,NA,NA,NA,NA,21.799999
Timor,TLS,2009,NA,NA,NA,6.4,23.1
Timor,TLS,2016,NA,NA,NA,NA,23
Togo,TGO,1988,NA,NA,NA,NA,20.299999
Togo,TGO,1998,NA,NA,NA,9.9,21.4
Togo,TGO,2000,NA,NA,NA,NA,21.1
Togo,TGO,2010,NA,NA,NA,NA,22.4
Togo,TGO,2013,NA,NA,NA,NA,22.299999
Togo,TGO,2014,NA,NA,NA,11.2,NA
Togo,TGO,2017,NA,NA,NA,NA,21.299999
Tokelau,TKL,1972,NA,NA,NA,NA,23.6
Tokelau,TKL,1976,NA,NA,NA,NA,25.299999
Tokelau,TKL,1986,NA,NA,NA,NA,26
Tokelau,TKL,1991,NA,NA,NA,NA,25.6
Tokelau,TKL,2011,NA,NA,NA,NA,27.9
Tonga,TON,1970,0.40000001,NA,NA,NA,NA
Tonga,TON,1976,NA,NA,NA,NA,24.299999
Tonga,TON,1985,0.69999999,NA,NA,NA,NA
Tonga,TON,1986,NA,NA,NA,NA,24.799999
Tonga,TON,1995,0.60000002,NA,NA,NA,NA
Tonga,TON,1996,NA,NA,NA,NA,25.5
Tonga,TON,2002,1.1,NA,NA,NA,NA
Tonga,TON,2003,1,NA,NA,NA,NA
Tonga,TON,2006,NA,NA,NA,NA,25.6
Tonga,TON,2011,NA,NA,NA,NA,24.700001
Tonga,TON,2016,NA,NA,NA,NA,25.299999
Trinidad and Tobago,TTO,1970,0.40000001,NA,NA,9.3,24
Trinidad and Tobago,TTO,1980,NA,NA,NA,8.7,25.299999
Trinidad and Tobago,TTO,1985,0.89999998,NA,NA,NA,NA
Trinidad and Tobago,TTO,1990,NA,NA,NA,11.3,26.799999
Trinidad and Tobago,TTO,1995,0.89999998,NA,NA,NA,NA
Trinidad and Tobago,TTO,2000,NA,NA,NA,12.7,28.1
Trinidad and Tobago,TTO,2004,1.4,NA,NA,NA,NA
Trinidad and Tobago,TTO,2005,2.2,NA,NA,NA,NA
Trinidad and Tobago,TTO,2011,NA,NA,NA,13.1,29.200001
Tunisia,TUN,1970,0.80000001,NA,NA,NA,NA
Tunisia,TUN,1975,NA,NA,NA,NA,22.6
Tunisia,TUN,1984,NA,NA,NA,NA,24.299999
Tunisia,TUN,1985,0.80000001,NA,NA,NA,NA
Tunisia,TUN,1994,NA,NA,NA,NA,26.6
Tunisia,TUN,1995,0.89999998,NA,NA,NA,NA
Tunisia,TUN,1999,0.89999998,NA,NA,NA,NA
Tunisia,TUN,2004,NA,NA,NA,NA,28.700001
Tunisia,TUN,2014,NA,NA,NA,NA,28.200001
Turkey,TUR,1970,0.30000001,NA,NA,NA,NA
Turkey,TUR,1985,0.40000001,NA,NA,3.6,NA
Turkey,TUR,1990,NA,NA,NA,3.9,NA
Turkey,TUR,1995,0.5,NA,NA,NA,NA
Turkey,TUR,2000,NA,NA,NA,5,NA
Turkey,TUR,2003,0.80000001,NA,NA,NA,24.1
Turkey,TUR,2004,1.3,NA,NA,NA,NA
Turkey,TUR,2005,1.4,NA,NA,NA,NA
Turkey,TUR,2006,1.3,NA,NA,NA,23.5
Turkey,TUR,2007,1.3,NA,NA,NA,23.5
Turkey,TUR,2008,1.4,NA,NA,NA,23.6
Turkey,TUR,2009,1.6,NA,NA,NA,23.700001
Turkey,TUR,2010,1.6,NA,NA,NA,23.799999
Turkey,TUR,2011,1.6,NA,NA,NA,23.9
Turkey,TUR,2012,1.6,NA,NA,NA,NA
Turkey,TUR,2013,1.6,NA,NA,NA,24.200001
Turkey,TUR,2014,1.7,NA,NA,NA,24.299999
Turkey,TUR,2015,1.7,NA,NA,NA,24.5
Turkey,TUR,2016,1.6,NA,NA,NA,24.700001
Turkey,TUR,2017,1.6,NA,NA,NA,24.799999
Turkmenistan,TKM,1970,1.2,NA,NA,NA,NA
Turkmenistan,TKM,1979,1.6,NA,NA,NA,NA
Turkmenistan,TKM,1985,1.5,NA,NA,NA,NA
Turkmenistan,TKM,1998,1.1,NA,NA,NA,NA
Turkmenistan,TKM,2000,NA,NA,NA,NA,23.4
Turkmenistan,TKM,2006,NA,NA,NA,NA,24.799999
Turkmenistan,TKM,2015,NA,NA,NA,NA,23.5
Turks and Caicos Islands,TCA,1970,NA,NA,NA,NA,23.4
Turks and Caicos Islands,TCA,1976,0.60000002,NA,NA,NA,NA
Turks and Caicos Islands,TCA,1980,NA,NA,NA,NA,22.5
Turks and Caicos Islands,TCA,1983,0.5,NA,NA,NA,NA
Turks and Caicos Islands,TCA,1995,0.1,NA,NA,NA,NA
Turks and Caicos Islands,TCA,2001,NA,NA,NA,NA,25.200001
Turks and Caicos Islands,TCA,2005,1,NA,NA,NA,NA
Turks and Caicos Islands,TCA,2006,0.89999998,NA,NA,NA,NA
Tuvalu,TUV,1979,NA,NA,NA,NA,25.4
Tuvalu,TUV,1991,NA,NA,NA,NA,21.4
Tuvalu,TUV,2002,NA,NA,NA,NA,20.700001
Uganda,UGA,1988,NA,NA,NA,NA,19
Uganda,UGA,1995,NA,NA,NA,9.3,18.200001
Uganda,UGA,2000,NA,NA,NA,10.1,19.6
Uganda,UGA,2004,NA,NA,NA,NA,20
Uganda,UGA,2006,NA,NA,NA,11.3,20.4
Uganda,UGA,2009,NA,NA,NA,11.8,NA
Uganda,UGA,2011,NA,NA,NA,11,20
Uganda,UGA,2014,NA,NA,NA,10,NA
Uganda,UGA,2016,NA,NA,NA,11.7,20.700001
Ukraine,UKR,1970,2.9000001,NA,NA,NA,NA
Ukraine,UKR,1985,3.5999999,NA,NA,NA,NA
Ukraine,UKR,1995,3.9000001,NA,NA,NA,NA
Ukraine,UKR,1999,NA,NA,NA,NA,21.5
Ukraine,UKR,2004,3.7,NA,NA,NA,NA
Ukraine,UKR,2005,3.9000001,NA,NA,NA,23.9
Ukraine,UKR,2006,3.8,NA,NA,NA,NA
Ukraine,UKR,2007,3.8,NA,NA,11.2,23.1
Ukraine,UKR,2008,5.3000002,NA,NA,NA,NA
Ukraine,UKR,2009,3.2,NA,NA,NA,NA
Ukraine,UKR,2010,2.8,NA,NA,NA,NA
Ukraine,UKR,2011,1.4,NA,NA,NA,NA
Ukraine,UKR,2012,1.1,NA,NA,NA,23
Ukraine,UKR,2015,3,NA,NA,NA,NA
Ukraine,UKR,2016,3.0999999,NA,NA,NA,NA
Ukraine,UKR,2017,3,NA,NA,NA,NA
United Arab Emirates,ARE,1975,NA,NA,NA,NA,18
United Arab Emirates,ARE,1992,1,NA,NA,NA,NA
United Arab Emirates,ARE,1995,0.89999998,NA,NA,NA,NA
United Arab Emirates,ARE,2003,0.89999998,NA,NA,NA,NA
United Arab Emirates,ARE,2004,0.89999998,NA,NA,NA,NA
United Arab Emirates,ARE,2005,NA,NA,NA,NA,25.299999
United Kingdom,GBR,1963,NA,11.5,Median duration,NA,NA
United Kingdom,GBR,1964,NA,11.30000019,Median duration,NA,NA
United Kingdom,GBR,1965,0.69999999,11.19999981,Median duration,NA,NA
United Kingdom,GBR,1966,0.69999999,11.10000038,Median duration,NA,NA
United Kingdom,GBR,1967,0.80000001,11,Median duration,NA,NA
United Kingdom,GBR,1968,0.80000001,11,Median duration,NA,NA
United Kingdom,GBR,1969,0.89999998,10.69999981,Median duration,NA,NA
United Kingdom,GBR,1970,1,10.5,Median duration,NA,NA
United Kingdom,GBR,1971,1.3,11.5,Median duration,NA,NA
United Kingdom,GBR,1972,2.0999999,12.19999981,Median duration,NA,NA
United Kingdom,GBR,1973,1.9,11.30000019,Median duration,NA,NA
United Kingdom,GBR,1974,2,10.89999962,Median duration,NA,NA
United Kingdom,GBR,1975,2.0999999,10.60000038,Median duration,NA,NA
United Kingdom,GBR,1976,2.3,10.5,Median duration,NA,NA
United Kingdom,GBR,1977,2.3,10.39999962,Median duration,NA,NA
United Kingdom,GBR,1978,2.5999999,10.39999962,Median duration,NA,NA
United Kingdom,GBR,1979,2.5,10.19999981,Median duration,NA,NA
United Kingdom,GBR,1980,2.5999999,10.10000038,Median duration,NA,NA
United Kingdom,GBR,1981,2.5999999,10.10000038,Median duration,NA,NA
United Kingdom,GBR,1982,2.5999999,10.10000038,Median duration,NA,NA
United Kingdom,GBR,1983,2.5999999,10.10000038,Median duration,NA,NA
United Kingdom,GBR,1984,2.5999999,10.10000038,Median duration,NA,NA
United Kingdom,GBR,1985,2.8,8.899999619,Median duration,NA,NA
United Kingdom,GBR,1986,2.7,9.399999619,Median duration,NA,NA
United Kingdom,GBR,1987,2.7,9.5,Median duration,NA,NA
United Kingdom,GBR,1988,2.7,9.699999809,Median duration,NA,NA
United Kingdom,GBR,1989,2.5999999,9.699999809,Median duration,NA,NA
United Kingdom,GBR,1990,2.7,9.800000191,Median duration,NA,25.200001
United Kingdom,GBR,1991,2.8,9.800000191,Median duration,NA,25.5
United Kingdom,GBR,1992,2.8,9.899999619,Median duration,NA,25.9
United Kingdom,GBR,1993,2.9000001,9.800000191,Median duration,NA,26.200001
United Kingdom,GBR,1994,2.7,9.800000191,Median duration,NA,26.5
United Kingdom,GBR,1995,2.9000001,9.600000381,Median duration,NA,26.799999
United Kingdom,GBR,1996,3,9.899999619,Median duration,NA,27.200001
United Kingdom,GBR,1997,2.8,10,Median duration,NA,27.5
United Kingdom,GBR,1998,2.7,10.19999981,Median duration,NA,27.700001
United Kingdom,GBR,1999,2.7,10.5,Median duration,NA,28
United Kingdom,GBR,2000,2.5999999,10.69999981,Median duration,NA,28.200001
United Kingdom,GBR,2001,2.7,10.89999962,Median duration,NA,28.4
United Kingdom,GBR,2002,2.7,11.10000038,Median duration,NA,28.700001
United Kingdom,GBR,2003,2.8,11.30000019,Median duration,NA,28.9
United Kingdom,GBR,2004,2.8,11.5,Median duration,NA,29.1
United Kingdom,GBR,2005,2.5999999,11.60000038,Median duration,NA,29.5
United Kingdom,GBR,2006,2.4000001,11.60000038,Median duration,NA,29.700001
United Kingdom,GBR,2007,2.3,11.69999981,Median duration,NA,29.799999
United Kingdom,GBR,2008,2.2,11.5,Median duration,NA,29.9
United Kingdom,GBR,2009,2,11.39999962,Median duration,NA,29.9
United Kingdom,GBR,2010,2.0999999,11.39999962,Median duration,NA,30
United Kingdom,GBR,2011,2.0999999,11.5,Median duration,10.7,30.200001
United Kingdom,GBR,2012,2,11.5,Median duration,NA,30.299999
United Kingdom,GBR,2013,2,11.69999981,Median duration,NA,30.6
United Kingdom,GBR,2014,1.9,11.69999981,Median duration,NA,30.799999
United Kingdom,GBR,2015,1.7,11.89999962,Median duration,NA,31.200001
United Kingdom,GBR,2016,1.8,12,Median duration,NA,NA
United Kingdom,GBR,2017,NA,12.19999981,Median duration,NA,NA
United Kingdom,GBR,2018,NA,12.39999962,Median duration,NA,NA
United States,USA,1867,NA,7.400000095,Median duration,NA,NA
United States,USA,1868,NA,7.300000191,Median duration,NA,NA
United States,USA,1869,NA,7.099999905,Median duration,NA,NA
United States,USA,1870,NA,6.900000095,Median duration,NA,NA
United States,USA,1871,NA,6.699999809,Median duration,NA,NA
United States,USA,1872,NA,6.900000095,Median duration,NA,NA
United States,USA,1873,NA,7.199999809,Median duration,NA,NA
United States,USA,1874,NA,7.300000191,Median duration,NA,NA
United States,USA,1875,NA,7.400000095,Median duration,NA,NA
United States,USA,1876,NA,7.5,Median duration,NA,NA
United States,USA,1877,NA,7.599999905,Median duration,NA,NA
United States,USA,1878,NA,7.699999809,Median duration,NA,NA
United States,USA,1879,NA,7.699999809,Median duration,NA,NA
United States,USA,1880,NA,7.900000095,Median duration,NA,NA
United States,USA,1881,NA,7.800000191,Median duration,NA,NA
United States,USA,1882,NA,7.900000095,Median duration,NA,NA
United States,USA,1883,NA,7.800000191,Median duration,NA,NA
United States,USA,1884,NA,8,Median duration,NA,NA
United States,USA,1885,NA,7.699999809,Median duration,NA,NA
United States,USA,1886,NA,7.699999809,Median duration,NA,NA
United States,USA,1887,NA,8,Median duration,NA,NA
United States,USA,1888,NA,8.100000381,Median duration,NA,NA
United States,USA,1889,NA,8.300000191,Median duration,NA,NA
United States,USA,1890,NA,8.199999809,Median duration,NA,NA
United States,USA,1891,NA,8.300000191,Median duration,NA,NA
United States,USA,1892,NA,8.199999809,Median duration,NA,NA
United States,USA,1893,NA,8.199999809,Median duration,NA,NA
United States,USA,1894,NA,8.100000381,Median duration,NA,NA
United States,USA,1895,NA,8.100000381,Median duration,NA,NA
United States,USA,1896,NA,8,Median duration,NA,NA
United States,USA,1897,NA,8,Median duration,NA,NA
United States,USA,1898,NA,8.100000381,Median duration,NA,NA
United States,USA,1899,NA,8.199999809,Median duration,NA,NA
United States,USA,1900,NA,8.300000191,Median duration,NA,NA
United States,USA,1901,NA,8.300000191,Median duration,NA,NA
United States,USA,1902,NA,8.199999809,Median duration,NA,NA
United States,USA,1903,NA,8.199999809,Median duration,NA,NA
United States,USA,1904,NA,8.100000381,Median duration,NA,NA
United States,USA,1905,NA,8,Median duration,NA,NA
United States,USA,1906,NA,7.900000095,Median duration,NA,NA
United States,USA,1920,1.6,NA,NA,NA,NA
United States,USA,1921,1.5,NA,NA,NA,NA
United States,USA,1922,1.4,6.599999905,Median duration,NA,NA
United States,USA,1923,1.5,6.5,Median duration,NA,NA
United States,USA,1924,1.5,6.599999905,Median duration,NA,NA
United States,USA,1925,1.5,6.599999905,Median duration,NA,NA
United States,USA,1926,1.6,6.599999905,Median duration,NA,NA
United States,USA,1927,1.6,6.800000191,Median duration,NA,NA
United States,USA,1928,1.7,6.900000095,Median duration,NA,NA
United States,USA,1929,1.7,6.900000095,Median duration,NA,NA
United States,USA,1930,1.6,6.900000095,Median duration,NA,NA
United States,USA,1931,1.5,7.099999905,Median duration,NA,NA
United States,USA,1932,1.3,7.099999905,Median duration,NA,NA
United States,USA,1933,1.3,NA,NA,NA,NA
United States,USA,1934,1.6,NA,NA,NA,NA
United States,USA,1935,1.7,NA,NA,NA,NA
United States,USA,1936,1.8,NA,NA,NA,NA
United States,USA,1937,1.9,NA,NA,NA,NA
United States,USA,1938,1.9,NA,NA,NA,NA
United States,USA,1939,1.9,NA,NA,NA,NA
United States,USA,1940,2,NA,NA,NA,NA
United States,USA,1941,2.2,NA,NA,NA,NA
United States,USA,1942,2.4000001,NA,NA,NA,NA
United States,USA,1943,2.5999999,NA,NA,NA,NA
United States,USA,1944,2.9000001,NA,NA,NA,NA
United States,USA,1945,3.5,NA,NA,NA,NA
United States,USA,1946,4.3000002,NA,NA,NA,NA
United States,USA,1947,3.4000001,NA,NA,NA,NA
United States,USA,1948,2.8,6.400000095,Median duration,NA,NA
United States,USA,1949,2.7,6.300000191,Median duration,NA,NA
United States,USA,1950,2.5999999,5.800000191,Median duration,NA,NA
United States,USA,1951,2.5,6,Median duration,NA,NA
United States,USA,1952,2.5,6.099999905,Median duration,NA,NA
United States,USA,1953,2.5,6.099999905,Median duration,NA,NA
United States,USA,1954,2.4000001,6.400000095,Median duration,NA,NA
United States,USA,1955,2.3,6.400000095,Median duration,NA,NA
United States,USA,1956,2.3,6.5,Median duration,NA,NA
United States,USA,1957,2.2,6.699999809,Median duration,NA,NA
United States,USA,1958,2.0999999,6.400000095,Median duration,NA,NA
United States,USA,1959,2.2,7,Median duration,NA,NA
United States,USA,1960,2.2,7.199999809,Median duration,5.2,NA
United States,USA,1961,2.3,7.099999905,Median duration,NA,NA
United States,USA,1962,2.2,7.300000191,Median duration,NA,NA
United States,USA,1963,2.3,7.5,Median duration,NA,NA
United States,USA,1964,2.4000001,7.400000095,Median duration,NA,NA
United States,USA,1965,2.5,7.199999809,Median duration,NA,NA
United States,USA,1966,2.5,7.099999905,Median duration,NA,NA
United States,USA,1967,2.5999999,7.099999905,Median duration,NA,NA
United States,USA,1968,2.9000001,7,Median duration,NA,NA
United States,USA,1969,3.2,6.900000095,Median duration,NA,NA
United States,USA,1970,3.5,6.699999809,Median duration,6.8,NA
United States,USA,1971,3.7,6.699999809,Median duration,NA,NA
United States,USA,1972,4,6.699999809,Median duration,NA,NA
United States,USA,1973,4.3000002,6.599999905,Median duration,NA,NA
United States,USA,1974,4.5999999,6.5,Median duration,NA,NA
United States,USA,1975,4.8000002,6.5,Median duration,NA,NA
United States,USA,1976,5,6.5,Median duration,NA,NA
United States,USA,1977,5,6.599999905,Median duration,NA,NA
United States,USA,1978,5.0999999,6.599999905,Median duration,NA,NA
United States,USA,1979,5.3000002,6.800000191,Median duration,NA,NA
United States,USA,1980,5.1999998,6.800000191,Median duration,7.7,NA
United States,USA,1981,5.3000002,7,Median duration,NA,NA
United States,USA,1982,5,7,Median duration,NA,NA
United States,USA,1983,4.9000001,7,Median duration,NA,NA
United States,USA,1984,5,6.900000095,Median duration,NA,NA
United States,USA,1985,5,6.800000191,Median duration,NA,NA
United States,USA,1986,4.9000001,6.900000095,Median duration,NA,NA
United States,USA,1987,4.8000002,7,Median duration,NA,NA
United States,USA,1988,4.8000002,7.099999905,Median duration,NA,NA
United States,USA,1989,4.6999998,NA,NA,NA,NA
United States,USA,1990,4.6999998,NA,NA,8.4,23.9
United States,USA,1991,4.6999998,NA,NA,NA,24.1
United States,USA,1992,4.8000002,NA,NA,NA,24.4
United States,USA,1993,4.5999999,NA,NA,NA,24.5
United States,USA,1994,4.5999999,NA,NA,NA,24.5
United States,USA,1995,4.4000001,NA,NA,NA,24.5
United States,USA,1996,4.3000002,NA,NA,NA,24.799999
United States,USA,1997,4.3000002,NA,NA,NA,25
United States,USA,1998,4.1999998,NA,NA,NA,25
United States,USA,1999,4.0999999,NA,NA,NA,25.1
United States,USA,2000,4.0999999,NA,NA,8.6,25.1
United States,USA,2001,4,8.050000191,Median duration,NA,25.1
United States,USA,2002,3.9000001,NA,NA,NA,25.299999
United States,USA,2003,3.8,NA,NA,NA,25.299999
United States,USA,2004,3.7,NA,NA,NA,25.299999
United States,USA,2005,3.5999999,NA,NA,9.3,25.299999
United States,USA,2006,3.7,NA,NA,NA,25.5
United States,USA,2007,3.5999999,NA,NA,NA,25.6
United States,USA,2008,3.5,NA,NA,NA,25.9
United States,USA,2009,3.5,8,Median duration,NA,25.9
United States,USA,2010,3.5999999,NA,NA,9.3,26.1
United States,USA,2011,3.5999999,NA,NA,NA,26.4
United States,USA,2012,3.4000001,NA,NA,NA,26.6
United States,USA,2013,3.3,NA,NA,NA,26.6
United States,USA,2014,3.2,NA,NA,NA,27
United States,USA,2015,3.0999999,NA,NA,NA,27.1
United States,USA,2016,3,NA,NA,NA,27.4
United States,USA,2017,2.9000001,NA,NA,NA,27.4
United States,USA,2018,2.9000001,NA,NA,NA,NA
United States Virgin Islands,VIR,1970,4.3000002,NA,NA,NA,NA
United States Virgin Islands,VIR,1985,3.3,NA,NA,NA,NA
United States Virgin Islands,VIR,1990,NA,NA,NA,NA,27.5
United States Virgin Islands,VIR,1993,4.4000001,NA,NA,NA,NA
United States Virgin Islands,VIR,2010,NA,NA,NA,NA,30.9
Uruguay,URY,1963,NA,NA,NA,7.3,NA
Uruguay,URY,1970,1,NA,NA,NA,NA
Uruguay,URY,1975,NA,NA,NA,7.8,22.5
Uruguay,URY,1985,1.4,NA,NA,8.6,22.9
Uruguay,URY,1995,1.8,NA,NA,NA,NA
Uruguay,URY,1996,NA,NA,NA,9.6,23.299999
Uruguay,URY,2003,4.1999998,NA,NA,NA,NA
Uruguay,URY,2004,4.4000001,NA,NA,NA,NA
Uruguay,URY,2006,NA,NA,NA,11.3,NA
Uruguay,URY,2011,NA,NA,NA,10.9,24
Uzbekistan,UZB,1970,1.1,NA,NA,NA,NA
Uzbekistan,UZB,1985,1.4,NA,NA,NA,NA
Uzbekistan,UZB,1995,0.89999998,NA,NA,NA,NA
Uzbekistan,UZB,1996,NA,NA,NA,5.8,20.6
Uzbekistan,UZB,2000,0.80000001,NA,NA,NA,21.6
Uzbekistan,UZB,2001,0.60000002,NA,NA,NA,NA
Uzbekistan,UZB,2002,NA,NA,NA,NA,21.5
Uzbekistan,UZB,2006,NA,NA,NA,NA,22.5
Vanuatu,VUT,1979,NA,NA,NA,NA,22
Vanuatu,VUT,1989,NA,NA,NA,NA,22.6
Vanuatu,VUT,1999,NA,NA,NA,NA,23
Vanuatu,VUT,2009,NA,NA,NA,NA,22.5
Venezuela,VEN,1970,0.2,NA,NA,NA,NA
Venezuela,VEN,1971,NA,NA,NA,9.2,20.1
Venezuela,VEN,1981,NA,NA,NA,8.3,21.299999
Venezuela,VEN,1985,1.2,NA,NA,NA,NA
Venezuela,VEN,1990,NA,NA,NA,9.8,22.1
Venezuela,VEN,1995,0.69999999,NA,NA,NA,NA
Venezuela,VEN,2001,NA,NA,NA,10.5,22.700001
Venezuela,VEN,2005,0.80000001,NA,NA,NA,NA
Venezuela,VEN,2006,0.89999998,NA,NA,NA,NA
Venezuela,VEN,2011,NA,NA,NA,NA,22.9
Vietnam,VNM,1985,NA,NA,NA,7.2,NA
Vietnam,VNM,1988,NA,NA,NA,NA,23.6
Vietnam,VNM,1997,NA,NA,NA,7.2,22.200001
Vietnam,VNM,2000,NA,NA,NA,NA,22.9
Vietnam,VNM,2002,0.5,NA,NA,NA,23.200001
Vietnam,VNM,2005,NA,NA,NA,8.2,23.200001
Vietnam,VNM,2006,NA,NA,NA,NA,22.799999
Vietnam,VNM,2007,NA,NA,NA,NA,23.299999
Vietnam,VNM,2010,NA,NA,NA,NA,22.299999
Vietnam,VNM,2011,NA,NA,NA,NA,22.799999
Vietnam,VNM,2013,NA,NA,NA,NA,22.4
Vietnam,VNM,2015,NA,NA,NA,NA,22.799999
Wallis and Futuna,WLF,1976,NA,NA,NA,NA,25.1
Wallis and Futuna,WLF,1983,NA,NA,NA,NA,22.9
Wallis and Futuna,WLF,1990,NA,NA,NA,NA,23.4
Wallis and Futuna,WLF,1996,NA,NA,NA,NA,24.299999
Wallis and Futuna,WLF,2003,NA,NA,NA,NA,26.200001
Wallis and Futuna,WLF,2013,NA,NA,NA,NA,27.799999
Western Sahara,ESH,1970,2.0999999,NA,NA,NA,18
Yemen,YEM,1991,NA,NA,NA,7.5,20.799999
Yemen,YEM,1997,NA,NA,NA,NA,20.700001
Yemen,YEM,2001,0,NA,NA,NA,NA
Yemen,YEM,2003,0,NA,NA,NA,22.200001
Yemen,YEM,2006,NA,NA,NA,NA,22.6
Yemen,YEM,2013,NA,NA,NA,4.3,22.799999
Zambia,ZMB,1992,NA,NA,NA,4.1,20
Zambia,ZMB,1996,NA,NA,NA,6.3,20.299999
Zambia,ZMB,1999,NA,NA,NA,NA,22
Zambia,ZMB,2001,NA,NA,NA,NA,20.5
Zambia,ZMB,2002,NA,NA,NA,6.2,NA
Zambia,ZMB,2007,NA,NA,NA,7.6,21.1
Zambia,ZMB,2013,NA,NA,NA,8,21.799999
Zimbabwe,ZWE,1987,NA,NA,NA,NA,21.5
Zimbabwe,ZWE,1988,NA,NA,NA,NA,20.700001
Zimbabwe,ZWE,1994,NA,NA,NA,12.7,21
Zimbabwe,ZWE,1997,NA,NA,NA,NA,21.5
Zimbabwe,ZWE,1999,NA,NA,NA,12.5,21
Zimbabwe,ZWE,2005,NA,NA,NA,12.7,20.799999
Zimbabwe,ZWE,2009,NA,NA,NA,NA,20.9
Zimbabwe,ZWE,2010,NA,NA,NA,12.2,20.6
Zimbabwe,ZWE,2014,NA,NA,NA,NA,20.299999
Zimbabwe,ZWE,2015,NA,NA,NA,12.3,20.200001
Zimbabwe,ZWE,2017,NA,NA,NA,NA,21.1
